pet_sale_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_30652,2015-09-27 00:00:00,2018-01-07 09:51:00,0.0,Cream,0.67,23.77,13,9,1,2
ANSL_13690,2014-12-13 00:00:00,2015-02-02 13:33:00,2.0,Black,0.84,36.33,13,9,1,2
ANSL_12683,2009-10-25 00:00:00,2015-11-17 17:13:00,0.0,White,0.76,23.63,0,7,1,2
ANSL_13974,2009-08-12 00:00:00,2015-09-16 16:36:00,1.0,White,0.99,9.25,13,9,0,2
ANSL_12208,2015-03-10 00:00:00,2015-07-28 17:57:00,2.0,Tricolor,0.31,42.61,13,9,0,2
ANSL_35419,2017-07-04 00:00:00,2017-10-09 11:49:00,1.0,Black,1.0,20.27,0,1,0,1
ANSL_29352,2017-10-16 00:00:00,2018-11-25 14:07:00,0.0,Blue,0.62,19.78,0,1,1,4
ANSL_44882,2018-09-01 00:00:00,2018-12-27 17:53:00,0.0,Brown Tabby,0.34,21.34,0,1,1,1
ANSL_36243,2009-07-20 00:00:00,2016-08-09 18:34:00,0.0,Black,0.29,26.11,0,7,1,2
ANSL_32997,2017-05-22 00:00:00,2018-06-29 15:54:00,1.0,Blue Tabby,0.71,28.07,0,1,0,1
ANSL_7762,2012-12-19 00:00:00,2015-01-15 15:19:00,0.0,Brown,0.18,29.44,0,1,1,2
ANSL_28771,2016-09-01 00:00:00,2017-09-22 12:48:00,,Red,0.46,22.27,15,4,2,4
ANSL_35296,2016-08-18 00:00:00,2016-09-14 18:52:00,,White,0.87,28.82,13,9,2,2
ANSL_44652,2015-04-16 00:00:00,2017-06-22 16:00:00,1.0,Black,0.71,23.29,13,9,0,2
ANSL_34883,2016-12-03 00:00:00,2018-12-27 18:26:00,0.0,Cream,0.5,45.05,0,1,1,2
ANSL_47203,2013-06-07 00:00:00,2016-11-03 09:30:00,0.0,White,0.7,27.79,1,4,1,2
ANSL_866,2014-06-16 00:00:00,2015-12-10 16:50:00,1.0,Seal Point,0.91,9.83,0,1,0,1
ANSL_46713,2015-07-09 00:00:00,2016-08-05 14:12:00,1.0,White,0.35,20.28,0,1,0,2
ANSL_35843,2015-05-05 00:00:00,2017-11-07 17:09:00,0.0,Tan,0.48,11.35,0,1,1,2
ANSL_44478,2018-10-10 00:00:00,2019-01-17 18:07:00,1.0,Black,0.57,11.33,0,1,0,1
ANSL_39940,2017-12-02 00:00:00,2018-07-29 17:54:00,1.0,Blue,0.34,33.24,0,1,0,1
ANSL_8220,2011-03-25 00:00:00,2016-02-05 18:11:00,0.0,Brown,0.71,14.25,0,1,1,2
ANSL_36274,2014-07-09 00:00:00,2016-08-13 15:25:00,0.0,Tricolor,0.19,11.15,0,1,1,2
ANSL_17321,2010-10-20 00:00:00,2015-02-12 16:37:00,0.0,Black,0.45,27.66,7,1,1,2
ANSL_31821,2017-05-30 00:00:00,2017-09-13 14:10:00,1.0,Black,0.19,10.78,0,1,0,1
ANSL_31227,2014-12-28 00:00:00,2018-04-01 19:04:00,1.0,Blue,0.44,17.87,0,1,0,2
ANSL_43599,2011-01-12 00:00:00,2017-07-21 12:42:00,1.0,Fawn,0.67,37.71,0,7,0,2
ANSL_38086,2018-11-26 00:00:00,2019-01-16 12:43:00,,White,0.93,17.21,11,4,2,1
ANSL_41436,2016-09-11 00:00:00,2016-12-10 12:58:00,2.0,Brown Tabby,0.24,35.1,0,1,1,1
ANSL_41791,2012-09-25 00:00:00,2016-10-15 18:28:00,0.0,Brown Merle,0.53,28.87,0,7,1,2
ANSL_43646,2016-08-13 00:00:00,2017-03-16 17:08:00,1.0,Black,0.03,38.66,0,1,0,2
ANSL_32789,2016-10-11 00:00:00,2017-01-07 15:20:00,2.0,White,0.03,12.51,0,1,0,1
ANSL_19860,2014-12-11 00:00:00,2015-03-21 12:36:00,1.0,Black Smoke,0.76,36.11,0,1,0,1
ANSL_29626,2016-05-22 00:00:00,2017-06-16 19:12:00,,Brown,0.13,9.18,15,4,2,4
ANSL_22760,2015-05-30 00:00:00,2016-06-21 08:43:00,,Brown,0.4,14.66,15,4,2,4
ANSL_15330,2015-07-28 00:00:00,2015-09-09 14:36:00,2.0,White,0.25,27.8,13,9,1,1
ANSL_6333,2012-06-17 00:00:00,2015-09-16 16:17:00,0.0,Blue,0.52,18.98,0,7,1,2
ANSL_16189,2013-05-06 00:00:00,2015-01-17 16:57:00,0.0,White,0.79,12.35,7,1,1,1
ANSL_12237,2014-02-11 00:00:00,2015-03-07 16:18:00,1.0,Black,0.61,16.21,0,7,0,2
ANSL_34742,2016-10-19 00:00:00,2017-11-08 13:53:00,0.0,Black,0.78,22.13,0,7,1,2
ANSL_14494,2009-08-01 00:00:00,2015-08-22 18:25:00,1.0,Gold,0.32,35.55,0,7,0,2
ANSL_49127,2013-07-21 00:00:00,2016-09-08 12:37:00,1.0,White,0.05,10.71,13,9,0,2
ANSL_46348,2014-07-03 00:00:00,2018-07-24 06:36:00,2.0,Brown,0.85,47.16,2,4,1,2
ANSL_23739,2016-01-28 00:00:00,2016-04-27 20:06:00,1.0,Sable,0.96,35.14,12,1,0,2
ANSL_29210,2017-04-24 00:00:00,2018-05-14 12:37:00,2.0,White,0.31,46.17,0,7,0,2
ANSL_13438,2015-11-13 00:00:00,2016-03-11 12:45:00,1.0,Blue,0.09,30.29,0,7,0,2
ANSL_3558,2015-01-16 00:00:00,2016-02-12 18:00:00,1.0,Sable,0.42,39.01,13,9,0,2
ANSL_27797,2016-06-26 00:00:00,2016-07-31 18:55:00,,Brown Tabby,0.85,35.8,13,9,2,1
ANSL_46545,2015-10-02 00:00:00,2018-01-17 13:51:00,0.0,Brown Tabby,0.05,24.64,7,1,1,1
ANSL_24229,2013-10-24 00:00:00,2016-05-16 11:54:00,0.0,Black,0.89,15.6,13,9,1,1
ANSL_13274,2013-12-21 00:00:00,2016-01-24 14:55:00,0.0,Brown Tabby,0.89,29.77,13,9,1,1
ANSL_44393,2015-08-03 00:00:00,2017-08-29 13:16:00,0.0,Black,0.19,12.95,13,9,1,2
ANSL_6667,2014-06-09 00:00:00,2015-06-30 18:28:00,,Brown,0.84,24.83,15,4,2,4
ANSL_25834,2013-04-18 00:00:00,2016-05-12 18:44:00,0.0,Red,0.49,25.52,0,7,1,2
ANSL_34097,2012-02-09 00:00:00,2016-10-25 13:48:00,2.0,Chocolate,0.45,13.76,13,9,1,2
ANSL_37774,2018-12-03 00:00:00,2019-03-06 14:04:00,0.0,Black,0.49,28.92,0,1,1,2
ANSL_46918,2016-08-09 00:00:00,2017-05-30 16:18:00,1.0,Tricolor,0.53,13.12,0,7,0,2
ANSL_41139,2018-02-03 00:00:00,2018-08-24 10:42:00,,Brown,0.58,21.55,15,4,2,4
ANSL_18657,2015-06-28 00:00:00,2015-12-19 15:31:00,0.0,Black,0.41,21.59,0,1,1,2
ANSL_19149,2014-01-22 00:00:00,2015-09-16 13:56:00,1.0,Blue,0.95,38.82,0,1,0,2
ANSL_8080,2010-12-08 00:00:00,2015-08-13 15:26:00,1.0,Brown,0.74,17.99,0,1,0,2
ANSL_20349,2014-04-16 00:00:00,2015-05-19 14:20:00,1.0,White,0.08,21.4,0,1,0,2
ANSL_41580,2016-07-23 00:00:00,2016-10-28 16:42:00,1.0,Black,0.98,45.94,7,1,0,1
ANSL_16474,2013-08-21 00:00:00,2015-09-11 08:00:00,2.0,Brown Tabby,0.06,33.21,16,9,0,1
ANSL_38761,2014-09-25 00:00:00,2018-10-23 12:06:00,2.0,White,0.27,28.79,0,7,0,2
ANSL_5765,2013-12-29 00:00:00,2016-01-31 13:16:00,1.0,Black,0.8,47.05,4,4,0,2
ANSL_42845,2016-06-09 00:00:00,2018-08-14 18:04:00,0.0,White,0.89,43.52,0,1,1,1
ANSL_30644,2017-08-18 00:00:00,2018-11-08 16:16:00,0.0,White,0.4,30.14,0,1,1,2
ANSL_21866,2014-02-11 00:00:00,2016-03-03 18:57:00,,Brown,0.02,15.46,0,4,2,4
ANSL_26933,2018-06-24 00:00:00,2018-10-17 15:49:00,2.0,Black,0.58,12.97,17,9,0,1
ANSL_31316,2017-01-01 00:00:00,2019-01-26 12:46:00,2.0,Lynx Point,0.84,19.14,17,9,0,1
ANSL_22634,2016-05-27 00:00:00,2016-07-02 17:25:00,2.0,Brown Tabby,0.94,29.51,13,9,0,1
ANSL_19743,2014-08-21 00:00:00,2015-09-11 16:09:00,,Brown,0.79,19.19,15,4,2,4
ANSL_4163,2015-12-06 00:00:00,2016-01-18 13:08:00,2.0,Black,0.01,49.35,13,9,1,1
ANSL_19435,2014-03-07 00:00:00,2016-03-25 12:10:00,2.0,Brown Tabby,0.85,46.06,18,4,0,1
ANSL_35265,2018-01-08 00:00:00,2018-10-10 17:49:00,0.0,Black,0.81,29.88,0,1,1,1
ANSL_29680,2018-12-02 00:00:00,2019-01-20 17:37:00,2.0,Black,0.25,18.12,13,9,1,1
ANSL_11067,2015-12-04 00:00:00,2016-03-29 09:12:00,1.0,Blue Tabby,0.51,22.74,7,1,0,1
ANSL_19071,2014-12-22 00:00:00,2015-07-17 18:37:00,1.0,Tricolor,0.89,45.94,0,1,0,2
ANSL_3430,2016-01-15 00:00:00,2016-02-27 18:49:00,2.0,Torbie,0.2,31.91,13,9,1,1
ANSL_24460,2016-02-12 00:00:00,2016-05-12 18:43:00,0.0,Black,0.63,30.69,0,1,1,2
ANSL_41823,2015-09-18 00:00:00,2016-10-09 13:52:00,2.0,Black,0.94,42.19,13,9,1,1
ANSL_25575,2003-04-25 00:00:00,2016-06-18 14:30:00,0.0,Red Tick,0.86,46.34,0,1,1,2
ANSL_15711,2011-02-22 00:00:00,2015-03-23 11:47:00,2.0,Black,0.14,37.42,13,9,1,2
ANSL_9219,2015-07-07 00:00:00,2015-11-18 14:32:00,2.0,Black,0.18,23.89,13,9,0,1
ANSL_8062,2015-08-12 00:00:00,2015-09-24 12:46:00,2.0,Tortie,0.38,20.9,13,9,1,1
ANSL_11609,2014-08-22 00:00:00,2015-09-13 13:46:00,0.0,Black,0.72,34.92,0,1,1,2
ANSL_33712,2014-05-11 00:00:00,2017-05-31 16:32:00,1.0,Tricolor,0.8,38.68,0,7,0,2
ANSL_19548,2012-11-17 00:00:00,2015-12-13 18:40:00,0.0,Tricolor,0.54,28.53,0,7,1,2
ANSL_3812,2013-07-20 00:00:00,2015-08-09 17:29:00,2.0,Black,0.51,25.66,0,7,1,2
ANSL_47492,2005-05-04 00:00:00,2017-05-31 17:22:00,1.0,Black,0.92,19.36,13,9,0,2
ANSL_27513,2006-12-16 00:00:00,2017-01-08 13:57:00,1.0,White,0.14,36.91,0,7,0,1
ANSL_1561,2010-03-21 00:00:00,2015-10-22 13:37:00,1.0,White,0.25,9.11,0,7,0,2
ANSL_48850,2014-10-26 00:00:00,2018-11-21 11:24:00,1.0,Tan,0.5,37.1,13,9,0,2
ANSL_7339,2015-10-02 00:00:00,2015-12-27 00:00:00,,White,0.28,36.83,13,9,2,0
ANSL_8096,2009-12-17 00:00:00,2015-01-16 17:49:00,1.0,Black,0.76,38.45,0,1,0,2
ANSL_45490,2017-07-09 00:00:00,2017-08-15 13:18:00,2.0,Black,0.39,28.78,13,9,0,1
ANSL_5175,2015-09-24 00:00:00,2015-11-05 14:15:00,2.0,White,0.1,5.94,13,9,0,1
ANSL_1424,2007-02-02 00:00:00,2015-06-07 15:16:00,1.0,Black,0.56,17.86,0,7,0,2
ANSL_33194,2009-11-25 00:00:00,2018-10-14 06:57:00,1.0,White,0.54,28.81,7,1,0,2
ANSL_22181,2013-10-17 00:00:00,2015-11-22 13:41:00,0.0,Brown Tabby,0.89,38.2,13,9,1,1
ANSL_18767,2002-03-20 00:00:00,2015-06-03 10:22:00,0.0,Brown Tabby,0.27,49.82,6,2,1,1
ANSL_2323,2013-07-02 00:00:00,2015-01-25 13:27:00,2.0,Brown,0.76,42.97,13,9,1,2
ANSL_39958,2016-11-03 00:00:00,2017-05-17 12:42:00,0.0,Black,0.83,34.44,13,9,1,2
ANSL_15063,2011-01-26 00:00:00,2015-02-16 16:07:00,1.0,Tan,0.78,8.57,0,7,0,2
ANSL_31206,2017-03-23 00:00:00,2017-12-24 14:30:00,0.0,Red,0.18,27.27,7,1,1,2
ANSL_35612,2015-02-21 00:00:00,2018-10-05 12:20:00,1.0,Red,0.79,16.02,0,8,0,2
ANSL_18910,2015-07-13 00:00:00,2015-10-30 15:01:00,0.0,Black Smoke,0.39,49.03,0,1,1,1
ANSL_2076,2013-09-05 00:00:00,2015-09-28 09:00:00,2.0,Tortie,0.54,31.61,16,9,1,1
ANSL_16392,2014-11-05 00:00:00,2015-02-04 11:17:00,2.0,Orange Tabby,0.99,46.51,13,9,0,1
ANSL_34142,2015-06-27 00:00:00,2016-09-10 00:00:00,0.0,Brown Brindle,0.43,10.67,13,9,1,2
ANSL_26224,2012-04-09 00:00:00,2016-05-21 14:53:00,2.0,Brown,0.48,44.51,13,9,1,2
ANSL_11044,2012-12-19 00:00:00,2015-01-13 15:15:00,0.0,Tan,0.51,30.24,13,9,1,2
ANSL_49019,2016-07-22 00:00:00,2016-10-28 20:31:00,1.0,Blue,0.64,43.77,7,1,0,1
ANSL_32150,2015-02-09 00:00:00,2017-03-06 19:30:00,,Orange Tabby,0.64,49.04,16,9,2,1
ANSL_10441,2011-08-11 00:00:00,2015-01-24 12:06:00,1.0,White,0.03,7.29,13,9,0,2
ANSL_6251,2015-11-07 00:00:00,2016-01-31 08:31:00,0.0,Torbie,0.95,25.49,7,1,1,1
ANSL_45508,2016-04-22 00:00:00,2017-03-21 15:21:00,1.0,Red Merle,0.88,17.72,0,1,0,2
ANSL_20067,2014-09-23 00:00:00,2015-03-15 15:53:00,,White,0.7,26.74,16,9,2,1
ANSL_35422,2007-06-28 00:00:00,2016-07-18 16:46:00,2.0,Black,0.05,35.81,13,9,0,2
ANSL_13815,2012-08-26 00:00:00,2015-09-26 16:50:00,0.0,Chocolate,0.76,14.3,0,7,1,2
ANSL_23599,2015-03-27 00:00:00,2016-04-28 18:37:00,0.0,Cream,0.05,31.67,0,1,1,2
ANSL_6116,2012-10-20 00:00:00,2015-12-27 17:26:00,,Brown,0.97,31.29,0,3,2,4
ANSL_20645,2009-10-12 00:00:00,2015-11-11 14:35:00,1.0,Black,0.45,17.51,0,1,0,2
ANSL_33272,2015-10-03 00:00:00,2018-10-24 12:17:00,2.0,White,0.49,44.67,0,7,1,2
ANSL_30797,2012-07-01 00:00:00,2017-07-21 14:18:00,2.0,Sable,0.96,17.82,0,7,0,2
ANSL_40072,2003-10-26 00:00:00,2016-08-17 10:08:00,1.0,Tricolor,0.64,45.28,0,7,0,2
ANSL_33069,2016-07-23 00:00:00,2017-09-06 16:28:00,0.0,Brown Brindle,0.71,36.93,0,1,1,2
ANSL_15430,2012-09-23 00:00:00,2015-10-21 17:36:00,0.0,Tan,0.54,45.77,0,1,1,2
ANSL_32980,2018-12-05 00:00:00,2019-03-06 15:16:00,0.0,Torbie,0.62,12.69,0,1,1,1
ANSL_15966,2010-01-24 00:00:00,2015-11-10 12:08:00,0.0,Black,0.85,28.5,0,1,1,1
ANSL_35159,2016-09-23 00:00:00,2017-10-13 18:50:00,1.0,Black,0.31,28.57,0,7,0,2
ANSL_24467,2014-11-12 00:00:00,2016-06-22 18:18:00,0.0,Black,0.57,13.07,0,1,1,2
ANSL_36509,2017-06-27 00:00:00,2019-02-09 18:33:00,0.0,Black,0.12,14.03,0,1,1,2
ANSL_35627,2015-07-08 00:00:00,2016-07-29 09:00:00,2.0,Lynx Point,0.08,29.15,16,9,1,1
ANSL_32874,2018-08-31 00:00:00,2019-01-23 15:24:00,2.0,Blue Tabby,0.14,7.11,13,9,0,1
ANSL_25079,2015-05-29 00:00:00,2016-06-28 18:10:00,0.0,White,0.26,12.75,0,7,1,2
ANSL_24512,2010-04-06 00:00:00,2016-04-27 17:22:00,1.0,Brown,0.17,38.68,0,7,0,2
ANSL_23320,2015-12-02 00:00:00,2016-04-06 18:29:00,0.0,Black,0.08,26.68,0,1,1,1
ANSL_43575,2009-03-28 00:00:00,2017-04-18 14:34:00,1.0,Blue Tabby,0.14,44.13,13,9,0,1
ANSL_30741,2014-02-25 00:00:00,2018-03-17 16:46:00,1.0,Tan,0.26,6.38,0,7,0,2
ANSL_3955,2001-09-17 00:00:00,2015-03-31 16:09:00,0.0,Brown,0.11,25.32,13,9,1,2
ANSL_41408,2009-05-31 00:00:00,2018-06-27 12:15:00,1.0,Brown,0.87,10.65,13,9,0,2
ANSL_13563,2014-01-07 00:00:00,2015-01-28 19:19:00,2.0,Black,0.06,37.39,0,7,0,2
ANSL_47077,2018-07-07 00:00:00,2018-10-09 16:53:00,0.0,Tan,0.23,49.87,0,1,1,2
ANSL_30163,2017-10-10 00:00:00,2018-02-19 10:33:00,0.0,Black,0.32,38.48,7,1,1,1
ANSL_17713,2013-09-07 00:00:00,2015-10-10 17:01:00,1.0,Black,0.49,12.82,0,7,0,2
ANSL_5692,2012-05-26 00:00:00,2015-12-08 18:06:00,2.0,Brown Brindle,0.35,34.28,0,7,1,2
ANSL_8890,2014-06-24 00:00:00,2015-01-29 18:11:00,1.0,Brown,0.5,12.23,0,1,0,2
ANSL_1875,2014-11-02 00:00:00,2015-01-23 14:39:00,1.0,Chocolate,0.47,14.85,0,1,0,1
ANSL_8030,2013-07-08 00:00:00,2015-02-05 11:16:00,1.0,Tan,0.32,12.7,0,1,0,2
ANSL_13948,2000-12-27 00:00:00,2015-01-27 11:16:00,2.0,Black,0.92,47.72,0,7,0,2
ANSL_34005,2016-08-19 00:00:00,2016-11-09 18:02:00,1.0,Black,0.4,32.75,0,1,0,1
ANSL_21053,2015-12-25 00:00:00,2016-03-22 16:59:00,1.0,Black,0.39,12.33,0,1,0,1
ANSL_21976,2014-12-21 00:00:00,2015-11-20 18:33:00,1.0,Red,0.41,26.67,0,1,0,2
ANSL_2505,2015-03-30 00:00:00,2015-10-14 18:41:00,1.0,Brown Brindle,0.52,20.82,13,9,0,2
ANSL_2922,2015-09-05 00:00:00,2015-11-02 16:02:00,2.0,Black,0.04,22.76,13,9,0,2
ANSL_30091,2016-06-21 00:00:00,2016-10-11 09:00:00,2.0,Orange Tabby,0.04,20.01,16,9,0,1
ANSL_46957,2013-09-12 00:00:00,2018-11-09 13:29:00,0.0,Black,0.83,30.13,0,1,1,1
ANSL_37931,2018-01-08 00:00:00,2019-01-30 09:01:00,,Black,0.15,27.35,15,4,2,4
ANSL_36416,2015-10-27 00:00:00,2018-11-17 13:53:00,,Brown,0.65,47.14,15,4,2,4
ANSL_22372,2012-08-17 00:00:00,2015-09-21 15:50:00,1.0,Brown,0.53,33.25,0,1,0,2
ANSL_29661,2016-07-10 00:00:00,2016-08-28 13:32:00,2.0,White,0.45,29.11,13,9,1,1
ANSL_39488,2012-08-16 00:00:00,2016-10-10 07:01:00,1.0,Brown,0.4,18.14,7,1,0,2
ANSL_11543,2015-08-21 00:00:00,2015-10-28 08:10:00,2.0,Tortie,0.52,30.03,11,4,1,1
ANSL_41419,2009-07-09 00:00:00,2016-12-21 12:34:00,2.0,Gray,0.28,16.16,0,7,0,2
ANSL_47418,2018-06-01 00:00:00,2018-08-29 13:42:00,0.0,Brown Tabby,0.78,45.18,7,1,1,1
ANSL_22587,2013-04-04 00:00:00,2016-05-12 16:30:00,0.0,Red,0.01,24.17,0,1,1,2
ANSL_12600,2015-02-03 00:00:00,2016-03-06 18:35:00,,Black,0.6,24.61,16,9,2,1
ANSL_44134,2016-07-05 00:00:00,2016-07-26 15:08:00,,Black,0.79,5.34,13,9,2,1
ANSL_35803,2018-03-28 00:00:00,2018-07-28 18:14:00,0.0,Brown Tabby,0.07,44.01,0,1,1,1
ANSL_13576,2015-08-03 00:00:00,2016-01-29 18:34:00,1.0,Black,0.36,28.48,0,1,0,2
ANSL_34161,2017-11-03 00:00:00,2018-01-26 19:00:00,1.0,Black,0.22,16.13,7,1,0,2
ANSL_6796,2013-12-14 00:00:00,2016-01-05 16:25:00,1.0,Blue,0.34,37.79,0,7,0,1
ANSL_16241,2014-07-27 00:00:00,2015-02-17 16:30:00,2.0,Black,0.78,40.34,13,9,0,2
ANSL_18134,2007-12-10 00:00:00,2016-03-07 12:36:00,1.0,Black,0.02,10.0,7,1,0,2
ANSL_40607,2016-01-04 00:00:00,2016-07-15 18:21:00,1.0,Tan,0.46,32.31,0,1,0,2
ANSL_21556,2015-11-24 00:00:00,2016-03-15 18:01:00,0.0,Black,0.22,43.25,0,1,1,1
ANSL_23752,2010-05-29 00:00:00,2016-06-26 14:50:00,1.0,Brown Tabby,0.52,16.15,13,9,0,1
ANSL_43922,2006-08-04 00:00:00,2016-08-21 18:38:00,0.0,Brown,0.14,34.91,0,7,1,2
ANSL_43747,2016-07-26 00:00:00,2016-10-16 18:00:00,0.0,Blue Tabby,0.17,28.74,0,1,1,1
ANSL_1619,2014-08-09 00:00:00,2015-03-02 17:52:00,,Orange Tabby,0.27,23.07,18,4,2,1
ANSL_12864,2013-09-26 00:00:00,2015-03-24 08:49:00,1.0,Black,0.67,8.47,7,1,0,2
ANSL_45676,2016-11-21 00:00:00,2017-02-11 18:21:00,,Gray,0.74,24.83,0,2,2,4
ANSL_43987,2016-12-07 00:00:00,2017-04-02 13:38:00,1.0,Black,0.32,14.49,13,9,0,1
ANSL_38893,2016-11-10 00:00:00,2017-10-05 17:45:00,1.0,Chocolate,0.19,8.27,0,1,0,2
ANSL_17469,2009-08-09 00:00:00,2015-09-13 14:25:00,1.0,Tan,0.91,24.82,0,7,0,2
ANSL_6584,2015-03-19 00:00:00,2015-07-18 09:53:00,0.0,Black,0.41,34.31,7,1,1,2
ANSL_322,2014-04-13 00:00:00,2015-01-12 15:25:00,0.0,Brown,0.62,27.68,13,9,1,2
ANSL_22693,2011-05-09 00:00:00,2016-06-07 14:56:00,1.0,Black,0.15,27.52,13,9,0,2
ANSL_3298,2014-10-01 00:00:00,2015-10-22 11:09:00,0.0,Calico,0.42,49.1,0,7,1,1
ANSL_32582,2014-01-21 00:00:00,2018-03-04 15:06:00,0.0,Black,0.08,43.07,0,7,1,2
ANSL_42135,2016-01-08 00:00:00,2018-07-29 16:48:00,1.0,Tan,0.02,49.81,0,7,0,2
ANSL_38019,2018-10-10 00:00:00,2019-01-17 17:43:00,0.0,Black,0.8,18.54,0,1,1,1
ANSL_7143,2015-01-24 00:00:00,2015-04-19 17:44:00,1.0,Black,0.37,12.85,7,1,0,2
ANSL_26017,2008-03-08 00:00:00,2016-04-29 15:38:00,0.0,Black,0.33,14.37,13,9,1,1
ANSL_33589,2017-09-25 00:00:00,2018-11-18 17:08:00,1.0,Black,0.81,39.54,0,7,0,2
ANSL_34356,2017-06-16 00:00:00,2017-07-27 19:26:00,2.0,Cream Tabby,0.42,32.84,13,9,1,1
ANSL_19861,2015-01-03 00:00:00,2016-01-29 12:20:00,2.0,Buff,0.11,48.46,13,9,0,2
ANSL_22387,2015-08-15 00:00:00,2015-11-07 16:30:00,2.0,Orange Tabby,0.53,41.19,0,1,0,1
ANSL_27883,2016-12-01 00:00:00,2017-03-17 14:38:00,1.0,Black,0.96,43.5,12,1,0,1
ANSL_24750,2014-04-30 00:00:00,2016-06-02 12:24:00,2.0,Black,0.13,49.8,13,9,0,2
ANSL_25209,2015-05-27 00:00:00,2016-06-18 08:09:00,,Brown,0.73,31.54,15,4,2,4
ANSL_22013,2000-01-11 00:00:00,2015-02-01 18:33:00,0.0,Blue,0.81,32.64,18,4,1,1
ANSL_9071,2015-11-07 00:00:00,2015-12-19 15:38:00,2.0,Calico,0.47,24.22,13,9,0,1
ANSL_24810,2013-11-28 00:00:00,2016-05-12 13:02:00,0.0,White,0.38,31.19,0,7,1,2
ANSL_35592,2018-11-23 00:00:00,2018-12-20 12:29:00,2.0,Blue Tabby,0.99,43.76,9,2,1,1
ANSL_31300,2017-08-26 00:00:00,2017-12-04 19:12:00,0.0,Calico,0.7,45.22,0,1,1,1
ANSL_42542,2009-01-07 00:00:00,2019-03-10 06:47:00,1.0,White,0.51,18.45,7,1,0,2
ANSL_45571,2014-07-03 00:00:00,2016-07-23 14:03:00,2.0,Black,0.41,48.59,0,7,1,2
ANSL_37749,2016-06-20 00:00:00,2017-09-19 13:25:00,0.0,White,0.34,30.24,0,1,1,4
ANSL_26233,2015-02-04 00:00:00,2016-07-09 15:38:00,1.0,Blue,0.5,21.97,13,9,0,2
ANSL_31552,2016-07-14 00:00:00,2016-08-06 18:52:00,,Black,0.47,6.4,13,9,2,1
ANSL_30433,2018-04-09 00:00:00,2018-11-09 22:30:00,0.0,Black,0.38,8.87,0,1,1,2
ANSL_47280,2018-01-18 00:00:00,2018-05-12 17:38:00,0.0,Black,0.27,43.34,0,1,1,2
ANSL_37297,2017-06-01 00:00:00,2017-09-22 13:09:00,2.0,Brown Tabby,0.45,9.76,18,4,0,1
ANSL_43998,2012-03-06 00:00:00,2017-04-05 11:20:00,0.0,Tan,0.61,42.59,0,7,1,2
ANSL_7062,2013-04-29 00:00:00,2015-05-25 19:00:00,1.0,White,0.66,21.34,0,1,0,2
ANSL_47228,2009-03-31 00:00:00,2017-04-23 11:43:00,0.0,White,0.33,21.4,0,7,1,2
ANSL_42087,2017-03-01 00:00:00,2017-05-23 18:27:00,1.0,Black,0.43,23.67,0,1,0,2
ANSL_7155,2015-08-08 00:00:00,2015-09-20 12:51:00,2.0,Black Tabby,0.18,41.83,13,9,1,1
ANSL_34847,2015-11-06 00:00:00,2018-01-18 12:02:00,1.0,Chocolate,0.7,31.92,0,1,0,2
ANSL_4961,2014-06-11 00:00:00,2015-07-06 12:22:00,0.0,Brown Tabby,0.25,9.87,13,9,1,1
ANSL_22863,2016-02-12 00:00:00,2016-05-12 18:43:00,0.0,Black,0.96,16.07,0,1,1,2
ANSL_44774,2007-04-15 00:00:00,2018-03-15 17:46:00,0.0,Brown,0.91,45.76,18,4,1,2
ANSL_33601,2016-07-18 00:00:00,2016-10-28 16:20:00,0.0,Cream Tabby,0.68,17.67,0,1,1,1
ANSL_20763,2013-12-21 00:00:00,2015-02-20 18:46:00,0.0,Black,0.62,23.75,0,1,1,2
ANSL_39483,2008-07-30 00:00:00,2018-11-17 17:12:00,1.0,Brown,0.82,35.67,0,7,0,2
ANSL_5545,2013-12-03 00:00:00,2015-12-24 09:00:00,2.0,Brown Tabby,0.97,16.08,16,9,0,1
ANSL_6831,2015-10-14 00:00:00,2015-11-18 18:20:00,2.0,Calico,0.11,5.23,13,9,1,1
ANSL_685,2014-01-16 00:00:00,2015-01-12 17:47:00,1.0,Buff,0.56,34.39,0,1,0,2
ANSL_25958,2012-04-23 00:00:00,2016-05-21 11:13:00,0.0,Brown Tabby,0.23,24.9,13,9,1,1
ANSL_24704,2013-07-01 00:00:00,2016-06-05 14:44:00,0.0,White,0.41,32.27,0,7,1,2
ANSL_16332,2002-08-19 00:00:00,2015-09-09 14:32:00,2.0,Black,0.07,22.37,0,7,0,2
ANSL_13609,2005-01-03 00:00:00,2015-04-21 16:00:00,1.0,Cream,0.19,44.01,0,7,0,2
ANSL_25633,2014-03-04 00:00:00,2016-06-24 15:08:00,1.0,Brown,0.92,24.21,0,1,0,2
ANSL_28776,2018-09-08 00:00:00,2018-12-02 11:02:00,2.0,Black,0.41,37.06,13,9,1,2
ANSL_22925,2013-03-23 00:00:00,2016-05-17 17:18:00,0.0,White,0.34,25.99,0,1,1,2
ANSL_45400,2015-05-30 00:00:00,2018-09-08 14:46:00,0.0,Tan,0.58,8.09,0,1,1,2
ANSL_33029,2004-08-15 00:00:00,2016-09-05 16:13:00,1.0,Black,0.24,35.47,0,7,0,2
